"trawl_date","trawl_comment","lake_code","process_date","processor","start_time","end_time","duration_mi","depth_m","trawl_number","sample_type","species_info_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale","scale_book","scale_book_letter","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","invalid_start_time","invalid_end_time","species_code","genus_name","species_name","lake_name","lake_latitude","lake_longitude","invalid_duration_time"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",87,6.83,"std weight = weight/1.115100",NA,90,21,1,"Formalin/5weeks","0",NA,"21",NA,NA,NA,NA,"trawl86.dat",1327,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_21_6.83_87",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",76,4.54,"std weight = weight/1.115100",NA,90,22,1,"Formalin/5weeks","0",NA,"22",NA,NA,NA,NA,"trawl86.dat",1330,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_22_4.54_76",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",109,13.02,"std weight = weight/1.115100",NA,90,23,1,"Formalin/5weeks","0",NA,"23",NA,NA,NA,NA,"trawl86.dat",1333,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_23_13.02_109",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",105,12.89,"std weight = weight/1.115100",NA,90,24,1,"Formalin/5weeks","0",NA,"24",NA,NA,NA,NA,"trawl86.dat",1336,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_24_12.89_105",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",82,4.67,"std weight = weight/1.115100",NA,90,25,1,"Formalin/5weeks","0",NA,"25",NA,NA,NA,NA,"trawl86.dat",1339,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_25_4.67_82",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",93,9.29,"std weight = weight/1.115100",NA,90,26,1,"Formalin/5weeks","0",NA,"26",NA,NA,NA,NA,"trawl86.dat",1342,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_26_9.29_93",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",92,7.68,"std weight = weight/1.115100",NA,90,27,1,"Formalin/5weeks","0",NA,"27",NA,NA,NA,NA,"trawl86.dat",1345,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_27_7.68_92",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",67,3.05,"std weight = weight/1.115100",NA,90,28,1,"Formalin/5weeks","0",NA,"28",NA,NA,NA,NA,"trawl86.dat",1348,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_28_3.05_67",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",77,4.71,"std weight = weight/1.115100",NA,90,29,1,"Formalin/5weeks","0",NA,"29",NA,NA,NA,NA,"trawl86.dat",1351,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_29_4.71_77",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",81,5.82,"std weight = weight/1.115100",NA,90,2,1,"Formalin/5weeks","0",NA,"2",NA,NA,NA,NA,"trawl86.dat",1270,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_2_5.82_81",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",87,6.77,"std weight = weight/1.115100",NA,90,30,1,"Formalin/5weeks","0",NA,"30",NA,NA,NA,NA,"trawl86.dat",1354,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_30_6.77_87",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",70,3.3,"std weight = weight/1.115100",NA,90,31,1,"Formalin/5weeks","0",NA,"31",NA,NA,NA,NA,"trawl86.dat",1357,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_31_3.3_70",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",77,4.71,"std weight = weight/1.115100",NA,90,32,1,"Formalin/5weeks","0",NA,"32",NA,NA,NA,NA,"trawl86.dat",1360,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_32_4.71_77",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",75,3.83,"std weight = weight/1.115100",NA,90,33,1,"Formalin/5weeks","0",NA,"0",NA,NA,NA,NA,"trawl86.dat",1363,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_33_3.83_75",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",62,2.59,"std weight = weight/1.115100",NA,90,34,1,"Formalin/5weeks","0",NA,"34",NA,NA,NA,NA,"trawl86.dat",1366,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_34_2.59_62",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",80,4.91,"std weight = weight/1.115100",NA,90,35,1,"Formalin/5weeks","0",NA,"35",NA,NA,NA,NA,"trawl86.dat",1369,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_35_4.91_80",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",64,2.72,"std weight = weight/1.115100",NA,90,36,1,"Formalin/5weeks","0",NA,"36",NA,NA,NA,NA,"trawl86.dat",1372,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_36_2.72_64",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",71,3.49,"std weight = weight/1.115100",NA,90,37,1,"Formalin/5weeks","0",NA,"37",NA,NA,NA,NA,"trawl86.dat",1375,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_37_3.49_71",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",70,3.64,"std weight = weight/1.115100",NA,90,38,1,"Formalin/5weeks","0",NA,"38",NA,NA,NA,NA,"trawl86.dat",1378,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_38_3.64_70",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",70,3.39,"std weight = weight/1.115100",NA,90,39,1,"Formalin/5weeks","0",NA,"39",NA,NA,NA,NA,"trawl86.dat",1381,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_39_3.39_70",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",101,10.45,"std weight = weight/1.115100",NA,90,3,1,"Formalin/5weeks","0",NA,"3",NA,NA,NA,NA,"trawl86.dat",1273,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_3_10.45_101",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",102,12.33,"std weight = weight/1.115100",NA,90,40,1,"Formalin/5weeks","0",NA,"40",NA,NA,NA,NA,"trawl86.dat",1384,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_40_12.33_102",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",102,11.51,"std weight = weight/1.115100",NA,90,41,1,"Formalin/5weeks","0",NA,"41",NA,NA,NA,NA,"trawl86.dat",1387,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_41_11.51_102",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",71,3.8,"std weight = weight/1.115100",NA,90,42,1,"Formalin/5weeks","0",NA,"42",NA,NA,NA,NA,"trawl86.dat",1390,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_42_3.8_71",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",64,2.82,"std weight = weight/1.115100",NA,90,43,1,"Formalin/5weeks","0",NA,"43",NA,NA,NA,NA,"trawl86.dat",1393,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_43_2.82_64",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",65,2.7,"std weight = weight/1.115100",NA,90,44,1,"Formalin/5weeks","0",NA,"44",NA,NA,NA,NA,"trawl86.dat",1396,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_44_2.7_65",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",70,3.44,"std weight = weight/1.115100",NA,90,45,1,"Formalin/5weeks","0",NA,"45",NA,NA,NA,NA,"trawl86.dat",1399,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_45_3.44_70",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",83,5.79,"std weight = weight/1.115100",NA,90,46,1,"Formalin/5weeks","0",NA,"0",NA,NA,NA,NA,"trawl86.dat",1402,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_46_5.79_83",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",95,9.08,"std weight = weight/1.115100",NA,90,47,1,"Formalin/5weeks","0",NA,"47",NA,NA,NA,NA,"trawl86.dat",1405,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_47_9.08_95",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",87,6.55,"std weight = weight/1.115100",NA,90,48,1,"Formalin/5weeks","0",NA,"48",NA,NA,NA,NA,"trawl86.dat",1408,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_48_6.55_87",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",93,8.46,"std weight = weight/1.115100",NA,90,49,1,"Formalin/5weeks","0",NA,"49",NA,NA,NA,NA,"trawl86.dat",1411,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_49_8.46_93",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",104,11.83,"std weight = weight/1.115100",NA,90,4,1,"Formalin/5weeks","0",NA,"4",NA,NA,NA,NA,"trawl86.dat",1276,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_4_11.83_104",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",86,7.11,"std weight = weight/1.115100",NA,90,50,1,"Formalin/5weeks","0",NA,"50",NA,NA,NA,NA,"trawl86.dat",1414,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_50_7.11_86",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",72,3.89,"std weight = weight/1.115100",NA,90,51,1,"Formalin/5weeks","0",NA,"51",NA,NA,NA,NA,"trawl86.dat",1417,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_51_3.89_72",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
"1986-05-02","C",59,"1986-06-30","10","00:00:00",NA,NA,NA,NA,"",1,"Sockeye","Fry",90,7.94,"std weight = weight/1.115100",NA,90,52,1,"Formalin/5weeks","0",NA,"52",NA,NA,NA,NA,"trawl86.dat",1420,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_52_7.94_90",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid","Invalid format",1,"Oncorhynchus","nerka","Phillips Lake","50 deg 35 min","125 deg 21 min","Greater than 60 min, likely error"
