"trawl_date","trawl_comment","lake_code","process_date","processor","start_time","end_time","duration_mi","depth_m","trawl_number","sample_type","species_info_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale","scale_book","scale_book_letter","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","duplicate_flag","invalid_start_time","invalid_end_time","species_code","genus_name","species_name","lake_name","lake_latitude","lake_longitude","no_species_name_comments","invalid_duration_time","start_t","end_t","calc_duration_time","duration_final","duration_comment"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,1,"Sockeye","Fry",51,1.41,"std weight = weight",1.41,14,6,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_1_6_1.41_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,1,"Sockeye","Fry",52,1.59,"std weight = weight",1.59,14,7,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_1_7_1.59_52",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,1,"Sockeye","Fry",52,1.32,"std weight = weight",1.32,14,8,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_1_8_1.32_52",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,1,"Sockeye","Fry",53,1.55,"std weight = weight",1.55,14,9,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_1_9_1.55_53",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",49,1.09,NA,NA,19,10,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_10_1.09_49",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",50,1.23,NA,NA,19,11,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_11_1.23_50",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",50,1.36,NA,NA,19,12,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_12_1.36_50",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",50,1.17,NA,NA,19,13,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_13_1.17_50",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",51,1.13,NA,NA,19,14,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_14_1.13_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",52,1.33,NA,NA,19,15,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_15_1.33_52",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",52,1.28,NA,NA,19,16,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_16_1.28_52",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",52,1.41,NA,NA,19,17,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_17_1.41_52",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",52,1.3,NA,NA,19,18,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_18_1.3_52",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",54,1.42,NA,NA,19,19,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_19_1.42_54",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",25,0.12,NA,NA,19,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_1_0.12_25",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",28,0.12,NA,NA,19,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_2_0.12_28",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",32,0.28,NA,NA,19,3,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_3_0.28_32",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",43,0.81,NA,NA,19,4,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_4_0.81_43",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",46,0.85,NA,NA,19,5,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_5_0.85_46",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",47,0.98,NA,NA,19,6,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_6_0.98_47",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",47,0.98,NA,NA,19,7,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_7_0.98_47",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",47,1.13,NA,NA,19,8,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_8_1.13_47",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"22:20:00","22:40:00",10,"20","3",NA,2,"Stickleback","",48,1.17,NA,NA,19,9,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_3_20","1977-09-20_41_3_20_2_9_1.17_48",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,2,"Gasterosteus","aculeatus","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,22H 20M 0S,22H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",51,1.26,"std weight = weight",1.26,33,10,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_10_1.26_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",51,1.33,"std weight = weight",1.33,33,11,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_11_1.33_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",51,1.19,"std weight = weight",1.19,33,12,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_12_1.19_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",51,1.31,"std weight = weight",1.31,33,13,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_13_1.31_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",51,1.45,"std weight = weight",1.45,33,14,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_14_1.45_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",51,1.3,"std weight = weight",1.3,33,15,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_15_1.3_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",51,1.32,"std weight = weight",1.32,33,16,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_16_1.32_51",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",53,1.53,"std weight = weight",1.53,33,17,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_17_1.53_53",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
"1977-09-20",NA,41,NA,NA,"23:20:00","23:40:00",10,"5","4",NA,1,"Sockeye","Fry",53,1.52,"std weight = weight",1.52,33,18,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl77.sas7bdat",NA,"1977-09-20_41_4_5","1977-09-20_41_4_5_1_18_1.52_53",9,1977,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min",NA,NA,23H 20M 0S,23H 40M 0S,20,10,"does NOT match calculated start_time and end_time, likely end_time error"
