"trawl_date","trawl_comment","lake_code","lake_name","process_date","processor","start_time","end_time","start_time.sas","end_time.sas","start_time.dat","end_time.dat","duration_mi","depth_m","trawl_number","sample_type","species_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale","scale_book","scale_book_letter","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","duplicate_flag","invalid_start_time"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",49,0.66,NA,NA,188,109,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4259,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_109_0.66_49",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",50,0.69,NA,NA,188,10,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",3863,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_10_0.69_50",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",49,0.64,NA,NA,188,110,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4263,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_110_0.64_49",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",51,0.79,NA,NA,188,111,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4267,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_111_0.79_51",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",41,0.38,NA,NA,188,112,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4271,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_112_0.38_41",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",42,0.44,NA,NA,188,113,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4275,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_113_0.44_42",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",53,0.82,NA,NA,188,114,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4279,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_114_0.82_53",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",54,0.99,NA,NA,188,115,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4283,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_115_0.99_54",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",47,0.61,NA,NA,188,116,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4287,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_116_0.61_47",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",48,0.85,NA,NA,188,117,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4291,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_117_0.85_48",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",50,0.79,NA,NA,188,118,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4295,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_118_0.79_50",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",41,0.44,NA,NA,188,119,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4299,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_119_0.44_41",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",51,0.77,NA,NA,188,11,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",3867,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_11_0.77_51",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",49,0.76,NA,NA,188,120,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4303,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_120_0.76_49",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",46,0.63,NA,NA,188,121,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4307,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_121_0.63_46",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",46,0.63,NA,NA,188,122,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4311,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_122_0.63_46",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",52,0.77,NA,NA,188,123,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4315,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_123_0.77_52",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1988-07-31","TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH APPEARED VERY DRIED OUT AND THE WEIGHT TO LENGTH RATIO APPEARED VERY DIFFERENT THAN EARLIER MEASUREMENTS.",29,"Devon Lk","1989-02-17","22",NA,NA,NA,NA,"00:0?:00",NA,"15",0,6,"TRAWL",2,"Stickleback","STICKLEBACK",46,0.48,NA,NA,188,124,270,NA,"2",0,"","",NA,NA,NA,"trawl88.sas7bdat, trawl88.dat",4319,"1988-07-31_29_6_0","1988-07-31_29_6_0_2_124_0.48_46",7,1988,"TR1 MIDLAKE   NOTE THESE FISH WERE PRESERVED IN ALCOHOL AND THEYORIGINALLY HAD MOULD     THE FISH AP",NA,"0 0 % OH - WGHD AFTER 5 WKS","",NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
