"trawl_date","trawl_location","lake_code","process_date","processor","start_time","end_time","start_time.sas","end_time.sas","start_time.dat","end_time.dat","duration_mi","depth_m","trawl_number","sample_type","species_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale","scale_book","scale_book_letter","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","invalid_start_time","fish_scientific_genus","fish_scientific_species","lake_name","lake_latitude","lake_longitude"
"1978-11-23",NA,23,NA,"99","19:35:00","19:55:00",NA,NA,NA,NA,"20",21,1,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-11-23_23_1_21","1978-11-23_23_1_21_99_NA_NA_NA",11,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Vernon Lake","50 deg 62 min","126 deg 26 min"
"1978-11-23",NA,23,NA,"99","20:02:00","20:22:00",NA,NA,NA,NA,"20",18,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-11-23_23_2_18","1978-11-23_23_2_18_99_NA_NA_NA",11,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Vernon Lake","50 deg 62 min","126 deg 26 min"
"1980-09-18",NA,20,NA,"99","23:06:00","23:36:00",NA,NA,NA,NA,"30",5,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl80.sas7bdat",NA,"1980-09-18_20_2_5","1980-09-18_20_2_5_99_NA_NA_NA",9,1980,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1980-09-24",NA,17,NA,"99","23:35:00","00:05:00",NA,NA,NA,NA,"30",5,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl80.sas7bdat",NA,"1980-09-24_17_2_5","1980-09-24_17_2_5_99_NA_NA_NA",9,1980,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kitlope Lake","53 deg 07 min","127 deg 13 min"
"1980-09-24",NA,17,NA,"99","00:11:00","00:41:00",NA,NA,NA,NA,"30",0,3,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl80.sas7bdat",NA,"1980-09-24_17_3_0","1980-09-24_17_3_0_99_NA_NA_NA",9,1980,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kitlope Lake","53 deg 07 min","127 deg 13 min"
"1981-07-30",NA,1,NA,"99","02:12:00","02:22:00",NA,NA,NA,NA,"10",0,3,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-07-30_1_3_0","1981-07-30_1_3_0_99_NA_NA_NA",7,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"1981-08-13",NA,3,NA,"99","00:05:00","00:20:00",NA,NA,NA,NA,"15",0,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-08-13_3_2_0","1981-08-13_3_2_0_99_NA_NA_NA",8,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"1981-08-14",NA,6,NA,"99","00:42:00","00:52:00",NA,NA,NA,NA,"10",0,5,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-08-14_6_5_0","1981-08-14_6_5_0_99_NA_NA_NA",8,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Hobiton Lake","48 deg 45 min","124 deg 49 min"
"1981-08-15",NA,22,NA,"99","02:08:00","02:18:00",NA,NA,NA,NA,"10",0,6,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-08-15_22_6_0","1981-08-15_22_6_0_99_NA_NA_NA",8,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Woss Lake","50 deg 08 min","126 deg 38 min"
"1981-10-07",NA,27,NA,"99","22:54:00","23:21:00",NA,NA,NA,NA,"25",30,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-10-07_27_2_30","1981-10-07_27_2_30_99_NA_NA_NA",10,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Awun Lake","53 deg 36 min","132 deg 35 min"
"1981-10-08",NA,25,NA,"99","23:20:00","23:35:00",NA,NA,NA,NA,"15",0,3,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-10-08_25_3_0","1981-10-08_25_3_0_99_NA_NA_NA",10,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Eden Lake","53 deg 51 min","132 deg 43 min"
"1981-10-11",NA,26,NA,"99","21:07:00","21:22:00",NA,NA,NA,NA,"25",15,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-10-11_26_2_15","1981-10-11_26_2_15_99_NA_NA_NA",10,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Ian Lake","53 deg 45 min","132 deg 35 min"
"1981-10-11",NA,26,NA,"99","21:37:00","22:02:00",NA,NA,NA,NA,"25",20,3,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-10-11_26_3_20","1981-10-11_26_3_20_99_NA_NA_NA",10,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Ian Lake","53 deg 45 min","132 deg 35 min"
"1981-10-11",NA,26,NA,"99","22:38:00","23:03:00",NA,NA,NA,NA,"25",11,5,NA,99,NA,"",20,0.09,"std weight = weight",0.09,1,1,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-10-11_26_5_11","1981-10-11_26_5_11_99_1_0.09_20",10,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Ian Lake","53 deg 45 min","132 deg 35 min"
"1981-10-14",NA,20,NA,"99","22:10:00","22:30:00",NA,NA,NA,NA,"20",25,1,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-10-14_20_1_25","1981-10-14_20_1_25_99_NA_NA_NA",10,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1981-10-14",NA,20,NA,"99","23:10:00","23:35:00",NA,NA,NA,NA,"25",0,3,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-10-14_20_3_0","1981-10-14_20_3_0_99_NA_NA_NA",10,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1981-10-15",NA,20,NA,"99","00:15:00","00:40:00",NA,NA,NA,NA,"25",20,5,NA,99,NA,"",44,0.72,NA,NA,1,0,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-10-15_20_5_20","1981-10-15_20_5_20_99_0_0.72_44",10,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1981-12-16",NA,40,NA,"99","19:40:00","20:00:00",NA,NA,NA,NA,"20",31,2,NA,99,NA,"",41,0.57,NA,NA,1,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1981-12-16_40_2_31","1981-12-16_40_2_31_99_1_0.57_41",12,1981,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-10",NA,41,NA,"99","22:32:00","22:47:00",NA,NA,NA,NA,"15",22,2,NA,99,NA,"",24,0.13,NA,NA,2,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-10_41_2_22","1982-03-10_41_2_22_99_1_0.13_24",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min"
"1982-03-10",NA,41,NA,"99","22:32:00","22:47:00",NA,NA,NA,NA,"15",22,2,NA,99,NA,"",24,0.1,NA,NA,2,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-10_41_2_22","1982-03-10_41_2_22_99_2_0.1_24",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min"
"1982-03-10",NA,41,NA,"99","02:15:00","02:25:00",NA,NA,NA,NA,"10",20,4,NA,99,NA,"",28,0.2,NA,NA,2,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-10_41_4_20","1982-03-10_41_4_20_99_1_0.2_28",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min"
"1982-03-10",NA,41,NA,"99","02:15:00","02:25:00",NA,NA,NA,NA,"10",20,4,NA,99,NA,"",28,0.19,NA,NA,2,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-10_41_4_20","1982-03-10_41_4_20_99_2_0.19_28",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Main)","49 deg 04 min","125 deg 34 min"
"1982-03-11",NA,40,NA,"99","20:20:00","20:40:00",NA,NA,NA,NA,"20",52,1,NA,99,NA,"",25,0.13,NA,NA,3,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_1_52","1982-03-11_40_1_52_99_1_0.13_25",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","20:20:00","20:40:00",NA,NA,NA,NA,"20",52,1,NA,99,NA,"",27,0.16,NA,NA,3,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_1_52","1982-03-11_40_1_52_99_2_0.16_27",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","20:20:00","20:40:00",NA,NA,NA,NA,"20",52,1,NA,99,NA,"",26,0.17,NA,NA,3,3,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_1_52","1982-03-11_40_1_52_99_3_0.17_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","21:00:00","21:15:00",NA,NA,NA,NA,"15",30,2,NA,99,NA,"",26,0.11,NA,NA,4,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_2_30","1982-03-11_40_2_30_99_1_0.11_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","21:00:00","21:15:00",NA,NA,NA,NA,"15",30,2,NA,99,NA,"",24,0.11,NA,NA,4,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_2_30","1982-03-11_40_2_30_99_2_0.11_24",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","21:00:00","21:15:00",NA,NA,NA,NA,"15",30,2,NA,99,NA,"",23,0.14,NA,NA,4,3,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_2_30","1982-03-11_40_2_30_99_3_0.14_23",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","21:00:00","21:15:00",NA,NA,NA,NA,"15",30,2,NA,99,NA,"",26,0.14,NA,NA,4,4,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_2_30","1982-03-11_40_2_30_99_4_0.14_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:09:00","23:24:00",NA,NA,NA,NA,"15",10,3,NA,99,NA,"",26,0.19,NA,NA,6,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_3_10","1982-03-11_40_3_10_99_1_0.19_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:09:00","23:24:00",NA,NA,NA,NA,"15",10,3,NA,99,NA,"",27,0.14,NA,NA,6,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_3_10","1982-03-11_40_3_10_99_2_0.14_27",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:09:00","23:24:00",NA,NA,NA,NA,"15",10,3,NA,99,NA,"",26,0.16,NA,NA,6,4,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_3_10","1982-03-11_40_3_10_99_4_0.16_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:09:00","23:24:00",NA,NA,NA,NA,"15",10,3,NA,99,NA,"",27,0.19,NA,NA,6,5,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_3_10","1982-03-11_40_3_10_99_5_0.19_27",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:09:00","23:24:00",NA,NA,NA,NA,"15",10,3,NA,99,NA,"",27,0.18,NA,NA,6,6,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_3_10","1982-03-11_40_3_10_99_6_0.18_27",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:09:00","23:24:00",NA,NA,NA,NA,"15",10,3,NA,99,NA,"",27,0.16,NA,NA,6,7,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_3_10","1982-03-11_40_3_10_99_7_0.16_27",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:45:00","00:00:00",NA,NA,NA,NA,"15",25,4,NA,99,NA,"",25,0.16,NA,NA,4,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_4_25","1982-03-11_40_4_25_99_1_0.16_25",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:45:00","00:00:00",NA,NA,NA,NA,"15",25,4,NA,99,NA,"",26,0.17,NA,NA,4,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_4_25","1982-03-11_40_4_25_99_2_0.17_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:45:00","00:00:00",NA,NA,NA,NA,"15",25,4,NA,99,NA,"",24,0.16,NA,NA,4,3,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_4_25","1982-03-11_40_4_25_99_3_0.16_24",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-11",NA,40,NA,"99","23:45:00","00:00:00",NA,NA,NA,NA,"15",25,4,NA,99,NA,"",25,0.14,NA,NA,4,4,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-11_40_4_25","1982-03-11_40_4_25_99_4_0.14_25",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:25:00","00:40:00",NA,NA,NA,NA,"15",40,5,NA,99,NA,"",28,0.19,NA,NA,3,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_5_40","1982-03-12_40_5_40_99_1_0.19_28",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:25:00","00:40:00",NA,NA,NA,NA,"15",40,5,NA,99,NA,"",26,0.18,NA,NA,3,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_5_40","1982-03-12_40_5_40_99_2_0.18_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:25:00","00:40:00",NA,NA,NA,NA,"15",40,5,NA,99,NA,"",27,0.18,NA,NA,3,3,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_5_40","1982-03-12_40_5_40_99_3_0.18_27",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",26,0.13,NA,NA,9,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_1_0.13_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
