"trawl_date","trawl_comment","lake_code","lake_name","process_date","processor","start_time","end_time","start_time.sas","end_time.sas","start_time.dat","end_time.dat","duration_mi","depth_m","trawl_number","gear_info","species_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale_book","scale_book_letter","sas_scale","sas_scale_book","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","sas_comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","duplicate_flag","invalid_start_time","invalid_end_time"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",101,11.48,"std weight = weight/1.115100",10.3,90,1,1,"Formalin/5weeks","0","1",NA,1,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1267,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_1_11.48_101",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",97,9.38,"std weight = weight/1.115100",8.41,90,20,1,"Formalin/5weeks","0","20",NA,20,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1324,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_20_9.38_97",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",87,6.83,"std weight = weight/1.115100",6.13,90,21,1,"Formalin/5weeks","0","21",NA,21,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1327,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_21_6.83_87",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",76,4.54,"std weight = weight/1.115100",4.07,90,22,1,"Formalin/5weeks","0","22",NA,22,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1330,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_22_4.54_76",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",109,13.02,"std weight = weight/1.115100",11.68,90,23,1,"Formalin/5weeks","0","23",NA,23,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1333,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_23_13.02_109",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",105,12.89,"std weight = weight/1.115100",11.56,90,24,1,"Formalin/5weeks","0","24",NA,24,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1336,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_24_12.89_105",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",82,4.67,"std weight = weight/1.115100",4.19,90,25,1,"Formalin/5weeks","0","25",NA,25,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1339,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_25_4.67_82",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",93,9.29,"std weight = weight/1.115100",8.33,90,26,1,"Formalin/5weeks","0","26",NA,26,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1342,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_26_9.29_93",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",92,7.68,"std weight = weight/1.115100",6.89,90,27,1,"Formalin/5weeks","0","27",NA,27,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1345,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_27_7.68_92",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",67,3.05,"std weight = weight/1.115100",2.74,90,28,1,"Formalin/5weeks","0","28",NA,28,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1348,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_28_3.05_67",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",77,4.71,"std weight = weight/1.115100",4.22,90,29,1,"Formalin/5weeks","0","29",NA,29,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1351,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_29_4.71_77",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",81,5.82,"std weight = weight/1.115100",5.22,90,2,1,"Formalin/5weeks","0","2",NA,2,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1270,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_2_5.82_81",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",87,6.77,"std weight = weight/1.115100",6.07,90,30,1,"Formalin/5weeks","0","30",NA,30,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1354,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_30_6.77_87",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",70,3.3,"std weight = weight/1.115100",2.96,90,31,1,"Formalin/5weeks","0","31",NA,31,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1357,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_31_3.3_70",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",77,4.71,"std weight = weight/1.115100",4.22,90,32,1,"Formalin/5weeks","0","32",NA,32,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1360,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_32_4.71_77",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",75,3.83,"std weight = weight/1.115100",3.43,90,33,1,"Formalin/5weeks","0","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1363,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_33_3.83_75",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",62,2.59,"std weight = weight/1.115100",2.32,90,34,1,"Formalin/5weeks","0","34",NA,34,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1366,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_34_2.59_62",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",80,4.91,"std weight = weight/1.115100",4.4,90,35,1,"Formalin/5weeks","0","35",NA,35,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1369,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_35_4.91_80",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",64,2.72,"std weight = weight/1.115100",2.44,90,36,1,"Formalin/5weeks","0","36",NA,36,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1372,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_36_2.72_64",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",71,3.49,"std weight = weight/1.115100",3.13,90,37,1,"Formalin/5weeks","0","37",NA,37,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1375,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_37_3.49_71",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",70,3.64,"std weight = weight/1.115100",3.26,90,38,1,"Formalin/5weeks","0","38",NA,38,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1378,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_38_3.64_70",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",70,3.39,"std weight = weight/1.115100",3.04,90,39,1,"Formalin/5weeks","0","39",NA,39,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1381,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_39_3.39_70",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",101,10.45,"std weight = weight/1.115100",9.37,90,3,1,"Formalin/5weeks","0","3",NA,3,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1273,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_3_10.45_101",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",102,12.33,"std weight = weight/1.115100",11.06,90,40,1,"Formalin/5weeks","0","40",NA,40,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1384,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_40_12.33_102",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",102,11.51,"std weight = weight/1.115100",10.32,90,41,1,"Formalin/5weeks","0","41",NA,41,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1387,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_41_11.51_102",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",71,3.8,"std weight = weight/1.115100",3.41,90,42,1,"Formalin/5weeks","0","42",NA,42,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1390,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_42_3.8_71",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",64,2.82,"std weight = weight/1.115100",2.53,90,43,1,"Formalin/5weeks","0","43",NA,43,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1393,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_43_2.82_64",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",65,2.7,"std weight = weight/1.115100",2.42,90,44,1,"Formalin/5weeks","0","44",NA,44,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1396,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_44_2.7_65",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",70,3.44,"std weight = weight/1.115100",3.08,90,45,1,"Formalin/5weeks","0","45",NA,45,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1399,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_45_3.44_70",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",83,5.79,"std weight = weight/1.115100",5.19,90,46,1,"Formalin/5weeks","0","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1402,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_46_5.79_83",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",95,9.08,"std weight = weight/1.115100",8.14,90,47,1,"Formalin/5weeks","0","47",NA,47,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1405,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_47_9.08_95",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",87,6.55,"std weight = weight/1.115100",5.87,90,48,1,"Formalin/5weeks","0","48",NA,48,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1408,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_48_6.55_87",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",93,8.46,"std weight = weight/1.115100",7.59,90,49,1,"Formalin/5weeks","0","49",NA,49,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1411,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_49_8.46_93",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",104,11.83,"std weight = weight/1.115100",10.61,90,4,1,"Formalin/5weeks","0","4",NA,4,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1276,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_4_11.83_104",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",86,7.11,"std weight = weight/1.115100",6.38,90,50,1,"Formalin/5weeks","0","50",NA,50,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1414,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_50_7.11_86",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",72,3.89,"std weight = weight/1.115100",3.49,90,51,1,"Formalin/5weeks","0","51",NA,51,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1417,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_51_3.89_72",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1986-05-02","C",59,"Phillips Lk","1986-06-30","10",NA,NA,NA,NA,"00:00:00","NA:NA:00","",NA,NA,"",1,"Sockeye (Juvenile)","",90,7.94,"std weight = weight/1.115100",7.12,90,52,1,"Formalin/5weeks","0","52",NA,52,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",1420,"1986-05-02_59_NA_NA","1986-05-02_59_NA_NA_1_52_7.94_90",5,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
