"process_date","processor","lake_code","lake_name","trawl_date","start_time","end_time","duration_mi","depth_m","trawl_number","fish_total","fish_id","species_code","fish_description","fish_length_mm","fish_weight_g","weight_conversion_formula","preservative_code","preservative_description","sample_number","scale","scale_book","age","aging_technique","aging_technique_name","source_file","source_line","sample_type","trawl_location","trawl_number_comment","trawl_date_comment","time_comment","species_code_comment","preservative_code_comment","depth_m_comment","program_notes","trawl_month","ats_year","trawl_unique_ID","fish_unique_ID"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,5,1,"Sockeye (Juvenile)",58,1.94,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"5",NA,NA,NA,"trawl84.dat",85,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_5_1.94_58"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,6,1,"Sockeye (Juvenile)",62,2.43,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"6",NA,NA,NA,"trawl84.dat",88,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_6_2.43_62"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,7,1,"Sockeye (Juvenile)",55,1.41,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"7",NA,NA,NA,"trawl84.dat",91,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_7_1.41_55"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,8,1,"Sockeye (Juvenile)",55,1.55,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"8",NA,NA,NA,"trawl84.dat",94,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_8_1.55_55"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,9,1,"Sockeye (Juvenile)",57,1.93,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"9",NA,NA,NA,"trawl84.dat",97,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_9_1.93_57"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,10,1,"Sockeye (Juvenile)",28,0.23,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",100,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_10_0.23_28"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,11,1,"Sockeye (Juvenile)",29,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",103,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_11_0.19_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,12,1,"Sockeye (Juvenile)",28,0.21,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",106,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_12_0.21_28"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,13,1,"Sockeye (Juvenile)",28,0.18,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",109,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_13_0.18_28"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,14,1,"Sockeye (Juvenile)",28,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",112,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_14_0.19_28"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,15,1,"Sockeye (Juvenile)",30,0.22,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",115,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_15_0.22_30"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:30:00","00:45:00","15",10,3,16,16,1,"Sockeye (Juvenile)",29,0.21,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",118,"TR","TR 3.5-3","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_3_10","1984-04-25_6_3_10_1_16_0.21_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,1,1,"Sockeye (Juvenile)",110,13.87,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"1",NA,NA,NA,"trawl84.dat",135,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_1_13.87_110"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,2,1,"Sockeye (Juvenile)",60,2.09,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"2",NA,NA,NA,"trawl84.dat",138,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_2_2.09_60"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,3,1,"Sockeye (Juvenile)",57,1.86,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"3",NA,NA,NA,"trawl84.dat",141,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_3_1.86_57"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,4,1,"Sockeye (Juvenile)",60,2.06,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"4",NA,NA,NA,"trawl84.dat",144,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_4_2.06_60"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,5,1,"Sockeye (Juvenile)",26,0.17,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",147,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_5_0.17_26"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,6,1,"Sockeye (Juvenile)",29,0.22,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",150,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_6_0.22_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,7,1,"Sockeye (Juvenile)",30,0.2,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",153,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_7_0.2_30"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,8,1,"Sockeye (Juvenile)",30,0.22,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",156,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_8_0.22_30"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,9,1,"Sockeye (Juvenile)",28,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",159,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_9_0.19_28"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,10,1,"Sockeye (Juvenile)",28,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",162,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_10_0.19_28"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,11,1,"Sockeye (Juvenile)",27,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",165,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_11_0.19_27"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,12,1,"Sockeye (Juvenile)",17,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",168,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_12_0.19_17"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,13,1,"Sockeye (Juvenile)",29,0.2,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",171,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_13_0.2_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,14,1,"Sockeye (Juvenile)",29,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",174,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_14_0.19_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,15,1,"Sockeye (Juvenile)",29,0.22,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",177,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_15_0.22_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,16,1,"Sockeye (Juvenile)",28,0.21,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",180,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_16_0.21_28"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,17,1,"Sockeye (Juvenile)",29,0.21,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",183,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_17_0.21_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,18,1,"Sockeye (Juvenile)",29,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",186,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_18_0.19_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,19,1,"Sockeye (Juvenile)",29,0.22,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",189,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_19_0.22_29"
"1985-02-04",18,6,"Hobiton Lk",1984-04-25,"00:56:00","01:11:00","15",13,4,20,20,1,"Sockeye (Juvenile)",29,0.21,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",192,"TR","TR 3-4","","","","","","","AA - Living Data Program - 2025",4,1984,"1984-04-25_6_4_13","1984-04-25_6_4_13_1_20_0.21_29"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"22:40:00","22:55:00","15",0,1,2,1,1,"Sockeye (Juvenile)",60,2.2,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"1",NA,NA,NA,"trawl84.dat",209,"tr","TR 2-3","changed from 2, PR 23022000.","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_1_0","1984-05-02_6_1_0_1_1_2.2_60"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"22:40:00","22:55:00","15",0,1,2,2,1,"Sockeye (Juvenile)",70,3.53,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",212,"tr","TR 2-3","changed from 2, PR 23022000.","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_1_0","1984-05-02_6_1_0_1_2_3.53_70"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,1,1,"Sockeye (Juvenile)",74,4.36,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"1",NA,NA,NA,"trawl84.dat",229,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_1_4.36_74"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,2,1,"Sockeye (Juvenile)",62,2.51,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"2",NA,NA,NA,"trawl84.dat",232,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_2_2.51_62"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,3,1,"Sockeye (Juvenile)",66,2.97,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"3",NA,NA,NA,"trawl84.dat",235,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_3_2.97_66"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,4,1,"Sockeye (Juvenile)",67,3.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"4",NA,NA,NA,"trawl84.dat",238,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_4_3.19_67"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,5,1,"Sockeye (Juvenile)",64,2.88,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"5",NA,NA,NA,"trawl84.dat",241,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_5_2.88_64"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,6,1,"Sockeye (Juvenile)",66,3,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",244,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_6_3_66"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,7,1,"Sockeye (Juvenile)",65,3.06,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",247,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_7_3.06_65"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,8,1,"Sockeye (Juvenile)",72,3.7,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",250,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_8_3.7_72"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,9,1,"Sockeye (Juvenile)",67,2.83,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",253,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_9_2.83_67"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,10,1,"Sockeye (Juvenile)",65,2.71,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",256,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_10_2.71_65"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,11,1,"Sockeye (Juvenile)",65,2.82,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",259,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_11_2.82_65"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,12,1,"Sockeye (Juvenile)",65,2.62,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",262,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_12_2.62_65"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,13,1,"Sockeye (Juvenile)",62,2.42,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",265,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_13_2.42_62"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,14,1,"Sockeye (Juvenile)",62,2.43,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",268,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_14_2.43_62"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,15,1,"Sockeye (Juvenile)",60,2.27,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",271,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_15_2.27_60"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,16,1,"Sockeye (Juvenile)",66,3.03,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",274,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_16_3.03_66"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,17,1,"Sockeye (Juvenile)",60,2.41,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",277,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_17_2.41_60"
"1985-02-05",18,6,"Hobiton Lk",1984-05-02,"23:09:00","23:24:00","15",8,2,113,18,1,"Sockeye (Juvenile)",62,2.47,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",280,"TR","TR 3-2","","","","","","","AA - Living Data Program - 2025",5,1984,"1984-05-02_6_2_8","1984-05-02_6_2_8_1_18_2.47_62"
