source_file,lake,lake_code,survey_date,sounder_type,sounder_gain,acoustic_survey_notes
TARGET87.DAT,Devon Lk,29,1987-07-30,SIMRAD               2,10,"30%->clear, calm, 1st 1/4,AT 11.0 WT 16.5 deg C. Trans 1,2 & 7 out -12,-16 & -12%. 9 trawls: 189Sx, 525Stk."
TARGET87.DAT,GCL                 Biosonics 105 run concurrently.,1,1987-09-23,SIMRAD               2,10,"clear,light wind, AT 18, WT 19.5 deg C @ 1930. Transects 1,2,4 & 6 distances out by >10%."
TARGET87.DAT,Great Central Lk,1,1988-01-26,SIMRAD               2,10,"high fog;1/2 moon;calm;AT 3.5, WT 5 deg C. 9 trawls: 19 sx. Trans 1,2,4,5 & 6 out by .62,.79,1.18,1.18 & .76."
TARGET87.DAT,HENDERSON           JUVENILE SURVEY,3,1987-07-10,SIMRAD               2,10,"clear, south wind, full moon rise @ 2230, AT 17.5 @ 1730; digitized by PR 870714."
TARGET87.DAT,HENDERSON           JUVENILE SURVEY,3,1987-09-16,SIMRAD               2,10,"50-100% cloud,SW breeze, intermittent light rain;A 14 trawls, 5 Sx, 520 Stk, 3 Sculp."
TARGET87.DAT,HOBITON             JUVENILE SURVEY,6,1987-06-10,SIMRAD               2,10,"100% clouds,light rain,light wind,heavy fog,air-10 Transects 1,2,3,6,7,8,9,10,11 out by 12,-23,27,-33,22,-64,16,-24 & 35%."
TARGET87.DAT,"Henderson Lk        target overlap, tilted transducer.",3,1988-02-29,SIMRAD               2,10,"clear->overcast, 3/4moon,AT 7 WT 7. 16 trawls: all Stk. Trans 1,4,5 out by 41,11,14%."
TARGET87.DAT,Heydon Lk,50,1987-09-07,SIMRAD               2,10,"clear, gusting W,full moon @ 2100, WT 20.5 deg C. Trans 6 out by 50%. 6trawls: 14Sx."
TARGET87.DAT,Hobiton Lk,6,1987-04-20,SIMRAD               2,10,"100% cloud til 2400, no wind, precip, or moon, AT= No stickles in trawl catch. Re output: prop. of 0+ sockeye given as % Sc,"
TARGET87.DAT,Hobiton Lk,6,1987-04-21,SIMRAD               2,10,"100% cloud til 2400, no wind, precip, or moon, AT= No stickles in trawl catch. Re output: prop. of 0+ sockeye given as % Sc,"
TARGET87.DAT,Hobiton Lk,6,1987-05-12,SIMRAD               2,10,"Cloud light-90%, wind light, no precip. full moon rose 2202 hr.,AT=6C, ST=13C."
TARGET87.DAT,Hobiton Lk,6,1987-06-02,SIMRAD               2,10,"No cloud, precip., orwind. Moon: 3rd Qtr., set at 0034, AT= 11.0 deg, ST= 14.5 deg."
TARGET87.DAT,Hobiton Lk,6,1987-06-18,SIMRAD               2,10,6 trawls: 87 Sx
TARGET87.DAT,Hobiton Lk,6,1987-06-29,SIMRAD               2,10,"clear,light W,moon 1/4, AT 16.5 WT 20.5 @2200. Trans 3,4,6,7,10 & 11 out by 19,13,-31,16,-22, & 32%."
TARGET87.DAT,Hobiton Lk,6,1987-07-11,SIMRAD               2,10,"clear,gusting W,full moon, AT 18 WT 15 deg C. Trans 3,5,6,7,10 & 11 out by 21,11,-31,18,19 & -13%."
TARGET87.DAT,Hobiton Lk,6,1987-07-23,SIMRAD               2,10,6 trawls: 10 sx
TARGET87.DAT,Hobiton Lk,6,1987-08-13,SIMRAD               2,10,"100% oc,light rain,light West wind, AT 12, ST 17.5 Transects 2,3,6 and 11 short by 17,13,40 and 16 % respectively"
TARGET87.DAT,Hobiton Lk,6,1987-10-17,SIMRAD               2,10,unknown
TARGET87.DAT,Hobiton Lk,6,1987-11-25,SIMRAD               2,10,"overcast, light SE,light rain AT 9 WT 10.5 deg C Trans 2,5,6,7,9 & 11"
TARGET87.DAT,Hobiton Lk,6,1988-02-26,SIMRAD               2,10,"90% cloud+fog.light rain.AT 8.5 WT 7. 16 trawls:8 Sx,1 Stk,1 Sc.Trans 3,5,6,7,8,9,10 out by 33,23,-28,30,16,19,12%"
TARGET87.DAT,Hobiton Lk          Higgins & Fyfe,6,1987-09-25,SIMRAD               2,10,"50% oc;calm;AT 19, WT14 deg C @ 0100. Transects 1,3,4,6,7,8 and 9 out by >10%."
TARGET87.DAT,KCA,40,1987-04-22,SIMRAD               2,10,"No cloud,precip or moon, wind light. AT=12deg, ST=8deg. Large catch of sockeye in surface trawl.  Engine stalled frequently. Flow meter rotor lost"
TARGET87.DAT,KCA,40,1988-03-06,SIMRAD               2,10,"o/c,light to medium SW,AT 7 WT 7.5. 10 trawls: 4 Sx, 15 Stk. Trans 3 out by 13%."
TARGET87.DAT,KCA                 JUVENILE SURVEY,40,1987-02-26,SIMRAD               2,10,"1-100%, light SW wind, rain/snow, no moon, At: 5 0 NONE"
TARGET87.DAT,KCA                 JUVENILE SURVEY,40,1987-06-19,SIMRAD               2,10,"100% clds,wind gusting from SE.,heavy rain,air tem NONE"
TARGET87.DAT,KCA                 JUVENILE SURVEY,40,1987-08-16,SIMRAD               2,10,"clear,gusting winds,moon 2-1/4,air temp 11.0 @0315 Transects 1,2,4 & 7 out by -15,-35,-16 & -12% resepctively."
TARGET87.DAT,KCA                 JUVENILE SURVEY,40,1987-11-14,SIMRAD               2,10,TRANSECTS 1 & 2 SHORT BY 14 & 15% RESPECTIVELY.
TARGET87.DAT,KMA,41,1987-04-23,SIMRAD               2,10,"100% cloud, no moon, intermittent wind & precip AT=12deg, ST=11deg, small areas of target overlap on several transects."
TARGET87.DAT,KMA                 JUVENILE SURVEY,41,1987-02-26,SIMRAD               2,10,NONE NONE
TARGET87.DAT,KMA                 JUVENILE SURVEY,41,1987-04-24,SIMRAD               2,10,"100% clds,intermittent rain@wind.air@1836 12.0,wat transect #3,#4,#5,@#7 out by 145,144,175,@258."
TARGET87.DAT,KMA                 JUVENILE SURVEY,41,1987-11-14,SIMRAD               2,10,"OVERCAST,HEAVY RAIN,STRONG E WIND,NO TEMPERATURES. TRANSECT 4 OUT BY +12%. TRANSECTS 6 & 7 ABORTED DUE TO WIND."
TARGET87.DAT,KMA                 poor distribution of trawls,41,1988-03-07,SIMRAD               2,10,"o/c,strong SE,heavy rain,AT 6, WT 7.5. 6 trawls: 12 Sx, 64 Stk, 7 Sx & 9 Stk in surface trawls."
TARGET87.DAT,Long Lk (A),801,1987-07-18,SIMRAD               2,10,"clear, gusting SE & NE, moon up @ 0245 last 1/4, A Transects 10 & 13 out by 12 & 20%. 8 trawls 138 Sx, 30 Stk"
TARGET87.DAT,Long Lk (A),801,1987-09-08,SIMRAD               2,10,"clear to fog, light W, AT 15.5 WT 19 deg C. 8 trawls: 250 Sx, 90 Stk."
TARGET87.DAT,Long Lk (B),802,1987-07-17,SIMRAD               2,10,"clear, gusting SE & NE, moon up 0245, last 1/4 Trans 8,14 & 15 out by -14,-14 & -16. Min counts Trans 8,9 & 16 stylus problems."
TARGET87.DAT,Long Lk (B),802,1987-09-09,SIMRAD               2,10,"clear to heavy fog, breeze from W, full moon, AT 1 Trans 8 & 15 out by"
TARGET87.DAT,MURIEL              JUVENILE SURVEY,44,1987-08-17,SIMRAD               2,10,"clear,moon 1 1/4,air 9.0,water 17.5 deg c transects 2,5 & 7 out by 68, 58 & 69% respectively.8 trawls, 16 Sx & 6 stk."
TARGET87.DAT,MURIEL              JUVENILE SURVEY,44,1987-11-11,SIMRAD               2,10,"CLEAR,1/2 MOON 2245, LIGHT SE,AIR 10.5,WATER 13.5 24 trawls, 40 Sx, 56 Stk in 2 trips."
TARGET87.DAT,Megin Lk,118,1987-11-28,SIMRAD               2,10,"clear to heavy fog, AT 3.5 WT 8.5 deg C. Flowmeters jammed. 9 Trawls: 9 Sx, 18 Stk, 3 lampry (Stick = stick+lampry)."
TARGET87.DAT,Muchalat Lk,45,1987-07-13,SIMRAD               2,10,"clear, strong gusting NW, 3/4 moon, AT 26 WT 14.5 Trans 1 & 3 out by 23 & 30%. 5 tawls: 249Sx."
TARGET87.DAT,Muriel Lk,44,1987-04-24,SIMRAD               2,10,"no moon, AT=10.5 deg, ST=13.0 deg No stickles in trawl catch. Re output: prop. of 0+ sockeye given as % Sc, prop. of 1+sockeye given as % St."
TARGET87.DAT,Muriel Lk,44,1987-06-27,SIMRAD               2,10,"clear,light SE. Transect 2 short by 16%. Stickleback=Peamouth"
TARGET87.DAT,Muriel Lk,44,1987-10-20,SIMRAD               2,10,"clear, light wind; AT 11, WT 14.5 deg C @ 0144. Transects 1,2,4 & 5 out by 15, 11, -18 and -17% respectively."
TARGET87.DAT,Muriel Lk           %stickleback=8%stick & 41% sculp.,44,1988-03-03,SIMRAD               2,10,"20->100% cloud,gusting SE,med rain,full moon @19:3 21 trawls:33 Sx,9 Stk,9 Cb,23 Sc.Trans 5,6,7,10 out by -28,32,15,20%.Several dynalined targets."
TARGET87.DAT,Nahmint Lk,153,1987-09-26,SIMRAD               2,10,"35% cloud, light wind, AT 12.5 WT 18.5 deg C. Trans 3 & 4 out by -17 & -15%. 5 TRAWLS:7 SX."
TARGET87.DAT,"Nahmint Lk          processed by PR, 28Feb92.",153,1987-07-10,SIMRAD               2,10,"clear,light wind,AT16.5ST17.5degC."
TARGET87.DAT,"Nahmint Lk          processed by PR, 28Feb92.",153,1987-09-18,SIMRAD               2,10,"70-100%cld,lght-gsting,AT15.5ST19degC."
TARGET87.DAT,Nahwitti Lk,121,1987-07-21,SIMRAD               2,10,"30-40% cloud, gusting W, AT 19 WT 16 deg C. Trans 5 out by -35%."
TARGET87.DAT,Nimpkish Lk,21,1987-08-10,SIMRAD               2,10,"clear->70%;gusting N,moon rise before 2300,3/4; AT target overlap, Transect 7,20-40m;transect 8 short by 16%."
TARGET87.DAT,Nimpkish Lk,21,1987-09-12,SIMRAD               2,10,"100% oc 12Sep -> 0% 13Sep, light variable wind, 1/ AT 15.5 & 11.0, WT 19.0 & 17.0, transect 8 short 15%."
TARGET87.DAT,Phillips Lk,59,1987-08-09,SIMRAD               2,10,"clear, full moon. Trans 2,4,5,6,7 & 8 out by -11,-22,-20,-19,-22 & -15%. 7 trawls:58 Sx,1 Stk,6lampry. Stk=Stk+Lamp."
TARGET87.DAT,Quatse Lk,122,1987-07-20,SIMRAD               2,10,"clear,moon 1st 1/4, AT 8 WT 18 deg C. Trans 1 out 73%. 5 trawls: 1 Sx, 17 Stk."
TARGET87.DAT,Schoen Lk,24,1987-10-22,SIMRAD               2,10,"<5% cld,calm,AT 9 WT 12 deg C. 7 trawls: 3Sx 1 Stk."
TARGET87.DAT,Skidegate Lk ne,156,1987-08-02,SIMRAD               2,10,"60% cloud,calm,no moon, AT 10 WT 16.5 Trans 4,5,7,8 out by 18,-29,-17,-17. 7 trawls: 3 Sx,13 Stk."
TARGET87.DAT,Skidegate Lk ne,156,1987-10-27,SIMRAD               2,10,"95% cld,heavy SE,heavy rain, AT 10 WT 12.5 deg C. Trans 4,5 & 7 out -22,30 & 40%. 7 trawls: 3Sx,13Stk."
TARGET87.DAT,Skidegate Lk sw,155,1987-08-02,SIMRAD               2,10,"60% cloud,calm,no moon, AT 10 WT 16.5 deg C. Trans 1,2,3 out by -27,-24,-19%. 7 trawls: 3 Sx, 13 Stk."
TARGET87.DAT,Skidegate Lk sw,155,1987-10-27,SIMRAD               2,10,"95% cld,heavy SE, heavy rain, AT 10, WT 12.5 deg C Trans 2 & 3 out -14 & 15%. 7 trawls: 3Sx, 13Stk."
TARGET87.DAT,Sproat Lk,2,1987-02-23,SIMRAD               2,10,"no cloud or moon, light wind, AT=7deg,ST=6deg.  Some transects below 60m are incomplete. Pop. est. will be a minimum."
TARGET87.DAT,Sproat Lk,2,1987-12-08,SIMRAD               2,10,"overcast,heavy rain,variable wind; AT 8.0, WT 8.5 Trans 1, 2 out by +17,+14%. 4 trawls 40 Sx, 1 Stk."
TARGET87.DAT,Sproat Lk           minimum count,2,1988-01-27,SIMRAD               2,10,"overcast, calm -> light W;light->heavy rain; AT 6, 6 trawls: 52 sx; trans 1,6,7,8,9,10 & 11 out by 1.17,1.13,1.12,.86,.73,.89 & 1.13."
TARGET87.DAT,Sproat Lk           simultaneous survey with Biosonics 105,2,1987-09-01,SIMRAD               2,10,"100% oc, wind steady NW dying by 0100, AT 21.5 WT 2nd night clear, AT 19.5 WT 20.5 @ 2015, AT 17 @ 0115"
TARGET87.DAT,Tuya Lk             Candy-Morley Survey,175,1987-09-09,SIMRAD               2,10,NA
TARGET87.DAT,Vernon Lk,23,1987-07-14,SIMRAD               2,10,"clear,gusting NW,3/4moon up @ 2400;AT 6, WT 12 deg lake parameter distances changed 02Oct87. abundance of 'white-lining' targets."
TARGET87.DAT,Woss Lk,22,1987-07-15,SIMRAD               2,10,"10% cloud,gusting NW,1/2 moon;AT 8,WT 14.5 deg C @ Stylus problems, transects 1 & 3 out by +11 & -12% respectively."
TARGET87.DAT,Yakoun Lk,69,1987-07-31,SIMRAD               2,10,"30%->clear,gusting SE, 1st 1/4 moon, AT 8.5 WT 15 Trans 7,8,9,11 & 12 out by -32,-17,-22,-16 & -35%. 11 trawls: 360 Sx, 24 Stk."
TARGET88.DAT,Cheewhat Lk,107,1988-05-19,SIMRAD               2,10,"clear,calm, 1/4 moon down by 24:00, AT 8 ST 14.5 d 7 trawls: 22 sx,211 stk, 3 scp."
TARGET88.DAT,Cheewhat Lk         processed on 23Aug88 by PR.,107,1988-08-19,SIMRAD               2,10,"0->100% fog,light wind,AT 19 ST 11.5 deg C. 7 trawls:171 Sx,6 Stk, 1 Sx adlt."
TARGET88.DAT,Cheewhat Lk         processed on 26Jul88 by PR.,107,1988-07-21,SIMRAD               2,10,"0->60%(fog) by 0130,light wind,1/2 moon down 2330. 7 trawls:270 Sx, 1Stk"
TARGET88.DAT,Devon Lk            processed on 01Sep88 by PR.,29,1988-07-30,SIMRAD               2,10,"90->95% cloud.calm.full moon down @0200. AT 13, ST 13.5 @0210"
TARGET88.DAT,"Ellerslie Lk        counted by RET, 02Dec88.",181,1988-08-31,SIMRAD               2,10,"30-20%cld,mod-nilwnd,mn3rdqutr,AT13ST17degC."
TARGET88.DAT,GCL                 processed on 18Oct88 by RT.,1,1988-10-13,SIMRAD               2,10,"clear to 100%fog,calm to light wind, AT 16 to 13.5 ST 16.5 deg C. Target overlap trans 2,3,5 & 6."
TARGET88.DAT,"Henderson Lk        processed by RT, 28Sep88.",3,1988-09-22,SIMRAD               2,10,"ovrcst,mod.wnd.,full.mn.,AT11.5;ST17degC,Rain. 220988/280988/RT/EYM//9/20/9."
TARGET88.DAT,Henderson Lk        processed on 14Jul88 by PR.,3,1988-07-07,SIMRAD               2,10,"clear,calm,4th quarter up @ 0246. AT 13, ST 17.5 d 8 trawls:50 Sx, 74 Stk. Target overlap 15-20 m strata."
TARGET88.DAT,Hobiton Lk,6,1988-06-01,SIMRAD               2,10,"light breeze,clear patches"
TARGET88.DAT,"Hobiton Lk          Gains test, adult count also done",6,1988-06-14,SIMRAD               2,NA,"clear, calm, no moon,AT 14.5 ST 19 deg C @ 0315. 7 trawls: 129 	0+ Sx."
TARGET88.DAT,"Hobiton Lk          Processed 04Jul88, PR.",6,1988-06-29,SIMRAD               2,10,"50->100% cloud,calm,full moon obscurred by 0140. A 6 trawls: 82 Sx 0+. Target overlap Trans#10, 10-15m."
TARGET88.DAT,Hobiton Lk          counted on 25Jul88 by PR.,6,1988-07-22,SIMRAD               2,10,"5->80%(fog)@0050,calm,1/2 moon down 2345, AT 12 ST 18 deg C. 6 trawls: 208 Sx."
TARGET88.DAT,Hobiton Lk          processed 11Jul88 by PR,6,1988-07-09,SIMRAD               2,10,"100% cloud,calm,rain.ST 18, AT 14 deg C @ 0200. 5 trawls: 405 Sx 0+, 2 kok."
TARGET88.DAT,Hobiton Lk          processed on 22Aug88 by PR.,6,1988-08-18,SIMRAD               2,10,"100% cloud,light wind, light rain,AT 15.5 ST 17.5 8 trawls:213 sx,7 stk."
TARGET88.DAT,Hobiton Lk          processed on 29Aug88 by PR.,6,1988-08-26,SIMRAD               2,10,"clear,calm,full moon up at 2110,AT 15 ST 19.5 @224 Hydroacoustic survey only, no trawling."
TARGET88.DAT,"Ingram Lk           processed by RET, 14Nov88.",182,1988-08-29,SIMRAD               2,10,"o/c,nownd,lghtprcp,mn3rdqutr,AT13.5ST17degC."
TARGET88.DAT,KCA                 PROCESSED ON 03MAR89 BY PR.,40,1989-02-26,SIMRAD               2,10,"OVERCST,CALM,AT 4 ST 5.5 DEG C."
TARGET88.DAT,KCA                 PROCESSED ON 26OCT88 BY PR.,40,1988-10-18,SIMRAD               2,10,"100% CLOUD,MOD-STRONG WIND TO LIGHT,SHOWERS."
TARGET88.DAT,"KCA                 conted 08Jun88,RT",40,1988-05-31,SIMRAD               2,10,"65->100%cloud,wind,rain, AT 9 ST 13 deg C. Trans 3 & 5 min. counts. 5 Trawls: 223 Sx, 27 Stk."
TARGET88.DAT,KCA                 processed on 28Jul88 by PR.,40,1988-07-20,SIMRAD               2,10,"0->100%(fog),light wind,1/2 moon down 2245. AT 15 7 trawls: 79 Sx,88 Stk."
TARGET88.DAT,"KMA                 Counted 08May88, PR",41,1988-05-29,SIMRAD               2,10,"15->100% cloud,rain,wind,AT 9-10.5, ST 13 deg C. Trans 2,4&5 out by 25,25,&14%. 10 trawls:371 Sx,113 Stk."
TARGET88.DAT,KMA                 PROCESSED ON 27OCT88 BY PR.,41,1988-10-17,SIMRAD               2,10,"100% CLOUD,LIGHT TO MOD.,SHOWERS,AT 14 ST 10 DEG C target overlap, trans2,3,4,5 @ 20-40m.High sclpn catch 30-40m, trans 4,5&6."
TARGET88.DAT,KMA                 processed on 02Mar89 by PR.,41,1989-02-24,SIMRAD               2,10,"clear,light wind, 3/4moon,AT 0 deg C, ST 4.5 deg C extensive target overlap, counts adjusted."
TARGET88.DAT,KMA                 processed on 26Jul88 by PR.,41,1988-07-18,SIMRAD               2,10,"clear,calm. AT 17 ST 18.5 deg C @0300. 15 trawls: 113Sx, 79Stk"
TARGET88.DAT,"Link Lk             processed by RET, ?.",180,1988-09-02,SIMRAD               2,10,"clr,mn4thqutr,AT16ST18degC,lghtwnd."
TARGET88.DAT,Long Lk (A)         processed on 17Oct88 by RT.,801,1988-09-13,SIMRAD               2,10,"100% cloud,mod. to strong wind,AT 13 ST 15 deg C. target overlap trans#7,10,13,14."
TARGET88.DAT,Long Lk (B)         processed on 17Oct88 by RT.,802,1988-09-13,SIMRAD               2,10,"100% cloud,mod to strng wnd, AT 13 ST 15 deg C. target overlap 7,10,13, & 14."
TARGET88.DAT,Maggie Lk           processed on 29Aug88 by RT.,111,1988-08-17,SIMRAD               2,10,"100% cloud,light wind."
TARGET88.DAT,Maggie Lk           processed on 30Aug88 by RT.,111,1988-07-06,SIMRAD               2,10,"clouds,light wind,no moon, AT 11 ST 17.5 deg C"
TARGET88.DAT,"Muriel Lk           counted 08Jun88, RT",44,1988-05-29,SIMRAD               2,10,"40% cloud, light wind, AT 9.5 ST 14.5 deg C 13 trawls: 68 Sx, 6 Slp, 1 Stk, 1 Pmth. Sx are 91% fry. Stk are 75% Sclp."
TARGET88.DAT,Muriel Lk           processed on 03Nov88 by PR.,44,1988-10-26,SIMRAD               2,10,"clear,calm,3/4 moon. AT 3-4, ST 13 deg C. speed on trawls 14-19 increased, depth of net was best guess."
TARGET88.DAT,Muriel Lk           processed on 26Jul88 by PR.,44,1988-07-17,SIMRAD               2,10,"clear,calm,1/4 moon, AT 13, ST 19 deg C. 6 trawls:72 Sx, 3 Stk"
TARGET88.DAT,Nahmint Lk          processed 14Jul88 by PR.,153,1988-07-08,SIMRAD               2,10,"60% cloud,light wind,4th quarter up @ 0402. AT 14. 9 trawls: 24 Sx, 4 Lmpry."
TARGET88.DAT,Nahwitti Lk         processed on 02Sep88,121,1988-08-08,SIMRAD               2,10,"100% cloud,light wind,mod->light rain.no temp."
TARGET88.DAT,Nimpkish Lk         processed on 18Jul88 by PR.,21,1988-07-14,SIMRAD               2,10,"40->100% cloud,rippled,no moon,AT 12.5 ST ? deg C. 14 trawls: 70Sx, 54Stk."
TARGET88.DAT,Quatse Lk           processed on 03Nov88 by PR.,122,1988-09-17,SIMRAD               2,10,"5->100% cloud,calm,no moon, AT 9 ST 16 deg C."
TARGET88.DAT,Schoen Lk           processed on 03Nov88 by PR.,24,1988-09-19,SIMRAD               2,10,"clr->thck fog,calm,1/4 moon. AT 7.5 ST 14 deg C."
TARGET88.DAT,Skidegate Lk ne     processed on 31Aug88 by PR.,156,1988-08-02,SIMRAD               2,10,0->100% cloud@0430.calm.3/4 moon up @2357.obscured
TARGET88.DAT,Skidegate Lk sw     processed on 31Aug88 by PR.,155,1988-08-02,SIMRAD               2,10,0->100% cloud@0430.calm.3/4 moon up @2357.obscured
TARGET88.DAT,Sproat Lk           processed on 19Oct88 by RT.,2,1988-10-11,SIMRAD               2,10,"100% high fog,light to mod. wind,AT 15 ST 16.5 deg Target overlap trans #4,5,6,8,9,10 & 11."
TARGET88.DAT,Tahltan Lk          Surveyed in 1985 (Candy) and 1987 (Morley and Candy) also.,64,1988-08-28,SIMRAD               2,10,"3/4 moon, variable cloud, 1h rain, wind light. Uses parameters from 1985. Additional bathymetry from 1987 could change."
TARGET88.DAT,Vernon Lk           processed on 19Jul88 by PR.,23,1988-07-12,SIMRAD               2,10,"99%cloud,wind light->moderate,light rain,no moon,A 7 trawls: 157Sx."
TARGET88.DAT,Woss Lk             processed on 13Jul88 by PR.,22,1988-07-13,SIMRAD               2,10,"100->50% cloud, light wind,no moon, AT 14 ST 10 de 7 trawls:243 Sx,12 Stk. no adults."
TARGET88.DAT,Yakoun Lk           processed on 31Aug88 by PR.,69,1988-08-03,SIMRAD               2,10,"100->60%cloud.chop.light rain.3/4moon up 0145. AT 12.5, ST 16 @0200.14 trawls:233 Sx,7 Stk."
TARGET89.DAT,Cheewhat Lk,107,1989-05-30,SIMRAD               2,10,NA
TARGET89.DAT,Cheewhat Lk         processed by JC,107,1989-09-21,SIMRAD               2,10,"clear,1/2full,at12.5,st18.5C@2320 Sx were .85-0+, .05-1+, .01-2+"
TARGET89.DAT,"Cheewhat Lk         processed by JF, 22Mar91.",107,1990-02-21,SIMRAD               2,10,"10%cld+fg,lghtwnd,AT2ST5degC."
TARGET89.DAT,Cheewhat Lk         processed by RT on Nov. 20'89.,107,1989-09-20,SIMRAD               2,10,"clr,nownd,mnup@23011/2full,at12.5,st18.5@2320 Sx were 84-0+,.05-1+,.01-2+."
TARGET89.DAT,Cheewhat Lk         processed on 09Nov89 by RT.,107,1989-10-26,SIMRAD               2,10,"25-80%cld,SEwnd,showers,AT8.5,ST13.5@2310 8trawls:39sx,343stk"
TARGET89.DAT,Cheewhat Lk         processed on 10Aug89 by RT.,107,1989-07-01,SIMRAD               2,10,"ovrcst,varwnd,showers,AT15ST19degC@0200 sockeye .06-1+,stickleback .1 sculpin"
TARGET89.DAT,Cheewhat Lk         processed on 10Aug89 by RT.,107,1989-07-28,SIMRAD               2,10,"60%cld,SWwnd,AT18ST20.5degC@1540."
TARGET89.DAT,Cheewhat Lk         processed on 24July89by RT.,107,1989-03-07,SIMRAD               2,10,"100to10%cld,westwind,showers,AT4ST4@2400."
TARGET89.DAT,GCL                 Processed by JC,1,1989-10-23,SIMRAD               2,10,"Ovrcst,lgt-hvyshwrs,at11.5,st14C Stickles are 1+ Sockeye."
TARGET89.DAT,GCL                 processed by PR on 06Jul90.,1,1990-03-15,SIMRAD               2,10,"95% cloud,calm,no moon, AT 4, ST 4 deg C. targets down to 100m,Trans#1 not done, top end of lake frozen."
TARGET89.DAT,GCL                 processed by RT on,1,1989-06-29,SIMRAD               2,10,"ovrcst,calm,rain,AT16ST18@2400. 4trawls:102sxfry,13sx1+"
TARGET89.DAT,Henderson Lk        Processed by RT.,3,1989-06-21,SIMRAD               2,10,"clr,nownd,mnup@00309/10full,at13,st16.5"
TARGET89.DAT,Henderson Lk        processed by JC,3,1989-10-01,SIMRAD               2,10,"mostly clr, no precip., at11.5,st17.5C 9 Trawls: 204 0+ Sx; 4 Stkb."
TARGET89.DAT,Hobiton Lk          Processed by JC,6,1989-09-19,SIMRAD               2,10,"clr,5/8mn,at11.5,st18C"
TARGET89.DAT,Hobiton Lk          Processed by RT on Nov. 9'89.,6,1989-10-25,SIMRAD               2,10,"ovrcst-hvyrain,wwnd5kgstngto25,at14.5,st14.5C@0002"
TARGET89.DAT,"Hobiton Lk          processed JF, 14Jan91",6,1990-02-22,SIMRAD               2,10,"processed by JF, 14Jan91."
TARGET89.DAT,Hobiton Lk          processed by JC,6,1989-09-21,SIMRAD               2,10,"clear,0-5knotS.E.wind,mnrs2145-5/8flat11.5,st18C a recount by JC"
TARGET89.DAT,Hobiton Lk          processed by RT on Sept. 11'89.,6,1989-08-31,SIMRAD               2,10,"80-100%clds,lgtswwind,at15,st18@0302"
TARGET89.DAT,Hobiton Lk          processed by RT.,6,1989-03-06,SIMRAD               2,10,"ovrcst@211310%@0500,lgt-modwd,swrs,at2.0st4.5"
TARGET89.DAT,Hobiton Lk          processed on 04Jul89 by PR.,6,1989-06-30,SIMRAD               2,10,"ovrcst,hvy rain,calm,AT14ST19degC. 5 trawls:71Sx,3Stk,mysids"
TARGET89.DAT,Hobiton Lk          processed on 08Nov89 by RT.,6,1989-09-19,SIMRAD               2,10,"clr,SEwnd,1/2mn@2145,AT11.5ST18@2220."
TARGET89.DAT,Hobiton Lk          processed on 11Aug89 by RT.,6,1989-05-29,SIMRAD               2,10,"ovrcst,lght vrbl wnd,norn,AT13ST17@0015."
TARGET89.DAT,Hobiton Lk          processed on 12Jul89 by PR.,6,1989-07-10,SIMRAD               2,10,"ovrcst,ltSwind,AT15ST19degC. 4trawls:321Sx,mysidreported"
TARGET89.DAT,Hobiton Lk          processed on 26Jun89 by PR.,6,1989-06-23,SIMRAD               2,10,"clear,calm,moonup@01:21,3/4,AT15ST19. 5trawls:47Sx,mysids"
TARGET89.DAT,Hobiton Lk          processed on 31Jul89 by PR.,6,1989-07-29,SIMRAD               2,10,"60-90%cld,lghtSW,showers,AT15ST19.5@2330. no trawls due to winch problems"
TARGET89.DAT,Ian Lk              processed on 06Sep89 by RT.,26,1989-08-16,SIMRAD               2,10,"20-90%oc,SWwnd,fllmnup@22:20,AT14ST18degC. boatproblems=notrwls,spproportionsfrmearlysurveys,SimrdquitnearendT6,T7notdone"
TARGET89.DAT,KCA                 Processed by RT,40,1989-06-03,SIMRAD               2,10,Sx were .93 0+ & .03 1+
TARGET89.DAT,KCA                 processed by JC,40,1989-09-30,SIMRAD               2,10,"10-100%cldcvr,at14.5,st19C 7 trawls: 60 0+ Sx; 121 Stkb."
TARGET89.DAT,"KCA                 processed by JF, 18Jan91.",40,1990-02-17,SIMRAD               2,10,"0-70%ovrcst,lghtNwnd,nomn,AT1.5ST6.5degC. 33Sx caught in 2 surface trawls."
TARGET89.DAT,KCA                 processed by RT on Nov. 8'89.,40,1989-09-28,SIMRAD               2,10,"10-100%cldcvr,2-8KS.W.wnd,at14.5,st19C@2346"
TARGET89.DAT,KCA                 processed on 19Dec89 by PR.,40,1989-09-29,SIMRAD               2,10,"ovrcst,SWwind,AT14.5ST19degC@2346. processed by PR, 19Dec89."
TARGET89.DAT,KMA                 Processed by JC,41,1989-09-27,SIMRAD               2,10,"clear, at 15.5, st 19 C 20 trawls: 75 Sx-0+, 1171 Stkb."
TARGET89.DAT,"KMA                 processed by JF, 17Jan91.",41,1990-02-15,SIMRAD               2,10,"80%-clr,chp,nomn,AT3.5/1.5ST6.5degC. very cold,ice on boats."
TARGET89.DAT,KMA                 processed by RT on Aug. 8'89.,41,1989-06-01,SIMRAD               2,10,"2-5%cldcvr,5km/hwndfrmS,at15,st17.5C@0138. Sxabv5m-.16-0+,.01-1+;Sxbtwn5m-10m-76-0+,.08-1+."
